Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0001	30.4424	52.6	83.0076	57.3846	84.7959	72.8685	81.1578	97.4589	34.5748	25.3463	81.8757	63.5509	61.9445	40.2492	66.5006	88.3956	56.2656	48.8014	28.5302	51.6641	83.8511	56.3968	83.4105	73.2118	79.4707	95.4147	61.6673	59.3949	69.9261	87.5914	56.0909	49.7318	0.0	67.5291	0.0	0.0	0.0	0.0	0.0	65.3704	102.8736	94.4872	93.2036	90.7227	103.2781
sub-0002	28.827	48.0347	82.6729	54.3767	84.9835	72.293	79.0865	97.211	30.3537	20.1619	81.1553	63.196	58.187	37.8749	66.9006	86.7015	54.7	51.1787	24.0009	41.1897	83.5929	53.9627	85.123	72.3202	78.2975	97.5999	60.8731	56.4466	67.5531	86.7203	58.5714	50.8353	0.0	68.7105	0.0	0.0	0.0	0.0	0.0	62.4375	104.542	88.6126	92.243	96.4092	104.5426
sub-0003	23.2589	34.583	83.5143	54.4103	86.5078	73.371	79.4488	98.4345	29.6545	18.81	82.6875	59.7414	59.7745	38.7002	69.298	89.9065	57.8182	47.9738	20.9743	33.1364	84.4415	53.4649	84.4318	71.8101	77.8479	97.4844	59.3766	58.3218	69.5477	89.9678	61.6	44.9558	0.0	68.897	0.0	0.0	0.0	0.0	0.0	70.3867	106.427	87.135	93.1151	98.4415	105.6472
sub-0004	22.24	30.2044	83.198	55.9216	81.3278	69.0879	79.0874	94.7533	29.2143	20.2504	81.3423	58.4785	55.2248	37.5539	63.7177	85.8369	49.1613	49.184	22.0315	35.6616	83.6441	54.1442	79.833	68.6316	77.9406	94.4097	57.7312	53.2738	65.241	85.1327	50.6	46.9444	0.0	55.9291	0.0	0.0	0.0	0.0	0.0	63.7917	99.6988	89.7379	95.1229	94.8569	102.9988
sub-0005	19.7382	39.0402	84.4453	56.7795	82.4961	68.1422	76.2857	92.1052	29.7823	21.0609	81.5701	59.233	55.1184	38.8233	63.2005	86.8048	53.7	47.9233	18.2369	26.4895	84.6269	55.4776	80.0069	67.4251	75.3222	90.9761	57.3961	56.1426	64.2051	86.2302	53.3103	47.2252	0.0	67.4862	0.0	0.0	0.0	0.0	0.0	64.1897	98.0454	86.4268	92.1581	92.4826	99.4166
sub-0006	22.4444	38.1778	84.2265	55.052	84.7817	69.0843	76.9219	95.3857	31.8589	20.3344	82.076	59.6327	57.338	36.0233	64.2575	87.5256	55.9844	46.4505	23.4277	32.342	83.5527	53.6522	82.8934	68.9561	74.7831	92.5289	58.2762	56.1289	66.7345	87.5544	52.2593	45.9758	0.0	67.4338	0.0	0.0	0.0	0.0	0.0	68.0943	101.2769	91.1992	94.8433	97.9873	103.0639
sub-0007	17.8387	38.917	81.5923	52.1964	82.4849	67.4043	75.9444	93.5905	25.3534	16.3061	82.4551	55.6233	53.3951	35.0257	63.2516	87.1185	61.0769	47.7032	16.4885	38.2018	82.2402	51.908	80.8073	67.8051	75.6011	92.6642	55.2426	53.6401	65.4073	86.2521	58.5385	44.4428	0.0	66.4143	0.0	0.0	0.0	0.0	0.0	65.6638	99.2177	82.8975	88.9187	91.4084	101.2427
sub-0008	27.2311	45.2788	83.1203	53.8089	84.4227	71.1356	77.5787	93.2065	32.1289	20.1616	80.4614	60.6563	57.9767	38.7495	66.2469	87.4692	57.0714	48.0447	29.5168	34.7273	82.1384	51.5427	82.7998	70.3583	76.003	92.1495	57.138	56.753	65.927	85.6751	56.5	51.006	0.0	66.4651	0.0	0.0	0.0	0.0	0.0	65.9167	102.2468	93.907	91.7444	95.7475	99.7439
sub-0009	31.4717	42.6446	82.6196	53.0037	87.0495	71.4739	74.9872	96.9087	33.8692	15.4527	79.8462	59.2653	55.172	35.1142	63.5672	88.1994	52.5	53.6559	23.7321	43.9672	83.4421	52.2413	82.1376	69.9315	74.2664	96.4334	56.662	53.8267	64.7899	89.0586	55.2308	49.4251	0.0	69.5117	0.0	0.0	0.0	0.0	0.0	64.3884	106.3799	91.6454	92.2812	98.3853	103.9258
sub-0010	18.9898	39.6392	85.1294	57.6799	81.0145	68.2017	77.2516	92.576	22.9964	23.7368	81.615	58.34	55.7993	30.4916	62.5631	86.6668	57.8571	48.8029	17.9035	32.9562	83.544	54.6452	78.5663	66.826	74.4929	90.14	55.1428	54.3823	63.7708	85.2513	57.4286	47.0989	0.0	66.8119	0.0	0.0	0.0	0.0	0.0	64.2253	101.1313	87.9934	93.9177	98.3466	102.5424
sub-0011	23.2342	46.1358	83.6933	56.9997	85.278	75.5285	85.0283	99.0636	29.0672	19.9111	83.4425	61.233	61.3169	33.1517	71.4372	89.0734	52.0769	50.374	24.8975	28.2819	83.2334	55.7688	85.7773	73.7909	84.3004	98.6957	58.9469	57.7604	71.48	88.2259	0.0	52.7624	0.0	65.8877	0.0	0.0	0.0	0.0	0.0	69.0438	105.0914	92.0873	91.9452	92.6171	109.5221
sub-0012	25.1647	29.8929	82.4923	56.2487	84.7263	72.3134	79.2612	95.5557	40.9676	23.4106	81.7198	60.9099	57.355	44.2834	68.0573	87.4812	57.1667	48.1811	27.4289	39.2994	82.3071	53.9978	85.0712	73.169	78.3783	94.9754	61.6968	57.6311	69.4742	86.7208	61.2	50.1924	0.0	61.9861	0.0	0.0	0.0	0.0	0.0	70.0208	101.0302	88.643	91.308	97.384	104.456
sub-0013	29.6749	39.822	83.9121	55.9478	82.7274	69.4853	77.5296	95.9835	36.4083	20.9509	81.4209	59.2252	55.9216	39.5953	63.135	88.5257	49.0189	51.4154	29.2015	39.2982	82.1612	53.32	80.0487	69.354	76.5202	93.9476	57.7506	55.7132	63.9708	87.3967	56.0	51.3212	43.0	67.3895	0.0	0.0	0.0	0.0	0.0	67.1442	98.7709	92.1551	93.5304	96.3606	104.9932
sub-0014	28.584	39.9273	83.1704	57.8265	83.2592	73.2194	79.3293	94.766	37.2463	25.0057	81.4735	60.1241	57.1335	42.1578	68.2549	88.3839	58.8	52.5984	28.6187	35.9206	84.7745	57.1441	83.7798	72.1834	77.8641	94.0667	60.1183	58.6716	67.6841	88.3041	60.7778	49.4817	0.0	67.9498	0.0	0.0	0.0	0.0	0.0	66.7445	100.2176	91.3628	95.8708	95.8	103.5606
sub-0015	25.672	32.4104	82.424	56.8789	81.8824	69.66	76.4261	91.7832	32.5755	26.0879	79.8682	60.093	56.4368	40.5113	64.5569	86.1047	58.2143	50.4774	24.8249	37.6565	81.2971	55.1223	81.0087	69.5988	75.5678	90.7858	58.3351	55.9389	65.1669	85.4873	58.7	51.8124	0.0	65.9295	0.0	0.0	0.0	0.0	0.0	66.7778	98.9675	91.5872	91.794	96.8491	101.0138
sub-0016	26.0653	46.3459	84.3097	55.6782	84.2499	70.7126	77.5881	96.52	36.6847	24.3719	82.1629	60.45	57.7513	40.2103	67.5159	88.6868	55.9375	51.0989	24.931	42.2848	83.25	53.8281	84.2689	70.5378	76.6875	95.361	59.332	57.482	68.4215	88.7581	51.0	48.6728	0.0	69.0182	0.0	0.0	0.0	0.0	0.0	70.3057	101.0755	97.2493	96.8294	97.3819	107.3247
sub-0017	21.9155	41.9134	83.1161	56.4921	85.385	71.5747	78.8639	97.1317	31.3617	21.924	82.6917	61.7244	55.6226	36.1872	67.25	87.7789	56.2	51.6137	22.0856	28.891	84.5959	55.954	86.2253	72.2036	78.283	96.314	59.8282	58.8951	67.9918	89.0684	48.9286	49.029	0.0	67.7163	0.0	0.0	0.0	0.0	0.0	67.3699	99.7634	88.5038	93.0945	95.002	103.8965
sub-0018	20.2116	40.1285	84.5492	56.0702	83.2927	69.573	77.3522	95.6525	29.0464	20.6927	81.6257	59.145	59.7309	34.2124	64.8908	88.1397	57.6	44.298	21.7368	37.259	84.3189	54.3275	82.3366	68.898	76.7446	94.8251	60.033	59.3507	65.166	86.8399	56.5333	46.1533	0.0	64.18	0.0	0.0	0.0	0.0	0.0	63.1746	101.1518	89.9655	90.9295	95.7534	102.027
sub-0019	26.6259	48.1686	83.3891	55.1638	88.0286	71.969	79.6997	95.825	31.2773	18.7899	82.3003	57.7605	57.1005	34.079	65.5182	89.1597	58.8182	56.3289	26.9616	37.9582	82.5536	53.0461	85.6301	70.9102	77.8023	93.4827	56.6801	55.1672	64.7579	88.6627	56.75	55.1352	0.0	66.1336	0.0	0.0	0.0	0.0	0.0	65.3529	104.4419	95.2264	95.1683	96.2853	103.8331
sub-0020	19.2525	47.1042	83.8155	55.7372	85.2666	72.1841	79.4588	95.1838	28.8809	20.9827	81.6329	60.4927	57.8237	36.7365	64.7748	87.9343	55.5918	48.8333	16.8748	32.45	83.4218	53.8247	84.8918	70.1761	77.5675	94.4283	57.0499	57.4508	65.4276	87.0131	52.381	47.2897	0.0	66.8525	0.0	0.0	0.0	0.0	0.0	58.7985	103.2425	89.4502	91.7033	94.5043	101.1721
sub-0021	17.2233	42.9009	82.3996	51.9231	84.8775	69.3906	74.9844	94.8434	27.6975	19.8637	82.3962	59.1051	54.9983	39.7435	61.8942	88.7441	47.4176	46.1802	22.7613	40.7302	82.9412	50.7585	83.82	70.1258	73.5624	92.8616	56.231	53.8803	64.6203	87.8086	44.7	51.6311	0.0	69.4482	0.0	0.0	0.0	0.0	0.0	63.515	104.8502	88.589	96.1445	99.4734	106.5957
sub-0022	30.9365	31.325	83.1998	55.6721	83.9686	69.4895	76.0815	95.1478	36.2956	21.614	81.9999	57.8838	55.6439	41.936	63.8837	87.8337	54.4474	54.7653	29.3722	27.1441	82.6402	54.0832	82.9013	68.3267	74.0874	93.8538	56.0978	54.3743	63.9871	88.4441	51.8261	51.5316	0.0	69.5006	0.0	0.0	0.0	0.0	0.0	63.2134	104.6435	95.3989	93.3593	98.4871	103.2963
sub-0023	25.8304	29.7404	83.0706	55.3705	84.2567	69.3991	78.5373	96.3037	40.3145	20.4622	81.0244	59.4049	58.0741	43.4554	65.1403	89.4452	59.8947	50.6061	28.9429	33.6351	82.213	53.5189	82.38	69.4042	78.0931	95.4954	57.4654	56.7971	65.5039	89.1524	49.0909	51.5336	0.0	64.3629	0.0	0.0	0.0	0.0	0.0	69.1938	101.5677	95.514	92.4737	97.7307	99.985
sub-0024	28.8922	27.8894	83.4194	57.375	83.243	71.9232	77.6524	93.5069	32.59	26.091	82.1291	61.0219	59.4079	41.1126	68.1685	86.4263	53.25	48.1363	33.4855	34.2205	83.1166	55.8873	82.0114	73.323	77.5333	93.9864	59.7962	58.0913	69.8598	88.0312	55.3333	50.837	0.0	67.5039	0.0	0.0	0.0	0.0	0.0	72.6194	100.9819	90.0075	92.1408	92.7391	100.7977
sub-0025	27.9239	36.7487	84.9173	59.5966	83.5478	70.7006	79.7171	96.4559	33.9112	30.5315	81.1199	60.4241	54.9698	41.0775	64.7729	87.5548	57.5	50.8381	28.5229	32.9496	84.7034	57.5819	81.0195	70.7597	78.2778	94.0304	58.8089	56.116	66.5218	86.6357	54.1667	53.1134	0.0	68.4438	0.0	0.0	0.0	0.0	0.0	66.9433	98.1293	93.7273	92.0453	94.7215	104.1485
sub-0026	23.441	37.4236	82.6556	54.2226	84.704	73.4447	82.1559	99.3987	32.4086	20.7113	81.7107	59.6978	57.8107	38.8697	71.6064	88.3919	56.6429	49.1997	30.8543	30.1106	82.5076	52.145	84.4337	73.7142	79.9898	97.0282	56.8831	54.7157	69.2745	88.0198	46.9783	50.6486	43.0	67.5009	0.0	0.0	0.0	0.0	0.0	70.7579	103.6184	88.1692	93.8417	96.7815	105.8825
sub-0027	20.1254	42.5	83.3266	57.5394	83.754	71.3494	80.1463	95.584	29.1944	20.1153	81.6969	60.2436	60.0094	33.4744	66.8496	87.6603	57.5263	46.4254	19.756	38.9714	82.0866	54.7528	81.5435	69.355	78.6948	93.9418	57.0682	57.5607	67.6	85.9294	56.7778	44.7973	0.0	68.1346	0.0	0.0	0.0	0.0	0.0	66.2671	103.9451	86.3697	93.3434	96.0649	101.382
sub-0028	31.9531	44.9904	84.5568	58.7946	85.072	74.6115	81.6723	97.0367	36.3178	21.843	81.6784	62.2227	61.0475	42.8944	67.2391	87.5369	56.2889	51.2542	28.9088	41.2614	84.3277	57.9044	85.0212	75.4855	79.9473	95.748	61.6892	60.2388	70.0344	87.4055	51.6087	51.8423	0.0	71.2662	0.0	0.0	0.0	0.0	0.0	63.3646	96.3145	89.6102	89.7693	90.8664	104.7914
sub-0029	17.3565	33.9567	84.4222	55.8894	84.4109	69.7657	79.5786	95.3934	29.2555	17.351	83.165	58.9499	58.4714	34.6276	67.026	89.0516	54.7045	47.4119	14.4963	34.6971	84.1068	54.7447	82.4373	67.6938	77.8891	94.9532	57.93	57.8611	65.6362	88.2068	53.1633	42.2217	0.0	65.3049	0.0	0.0	0.0	0.0	0.0	68.7143	97.5647	85.6065	91.5474	95.493	99.3641
sub-0030	34.7417	37.2	83.6354	57.432	84.1398	72.7354	78.0477	93.7846	35.2822	23.3528	80.7116	62.5914	61.1955	41.8865	66.6775	88.4989	53.2	51.8626	29.3992	32.4328	82.7491	55.5476	82.5204	71.9171	77.1803	93.9816	61.0342	57.8543	67.7781	87.4011	57.3182	50.1052	0.0	68.4255	0.0	0.0	0.0	0.0	0.0	68.5985	98.951	91.4665	87.1213	88.5491	101.7243
sub-0031	29.2155	30.9467	83.4898	56.5941	82.6432	70.9285	77.6285	92.938	29.269	23.3608	81.556	59.8107	56.6236	35.0866	65.2	87.4927	53.9655	49.4961	27.9661	27.6459	82.6895	53.375	80.654	70.9864	76.4755	93.1856	58.2827	55.1323	67.4397	87.1203	54.5926	48.3547	0.0	67.2367	0.0	0.0	0.0	0.0	0.0	66.5141	96.6084	88.6366	88.0565	93.4311	99.4284
sub-0032	33.8095	47.551	82.7084	55.7768	83.4449	68.9535	76.3687	92.2765	31.1086	25.0365	79.5326	62.4476	56.1235	42.593	63.7347	86.491	47.6667	55.242	28.5839	41.8929	82.4888	54.0086	80.676	67.26	74.6807	91.6972	59.4267	54.3914	65.4845	85.2458	53.675	48.2124	0.0	68.2664	0.0	0.0	0.0	0.0	0.0	67.1674	100.1619	91.0641	92.191	91.099	102.902
sub-0033	27.8354	48.1795	83.0325	55.5758	82.3705	71.911	78.8003	94.2781	41.9816	20.5269	82.0027	60.6225	55.9307	41.1739	66.2868	85.3276	56.8571	50.2561	30.7222	44.8017	82.4231	52.7477	81.5943	70.3956	78.5543	93.5928	58.4945	57.151	67.83	85.1289	57.5	53.7329	0.0	66.6987	0.0	0.0	0.0	0.0	0.0	76.3333	99.5376	89.9841	91.3083	94.2387	105.1272
sub-0034	21.905	39.8162	83.53	55.5279	80.9869	66.8908	74.9158	92.9652	31.0864	19.5665	80.4012	56.4025	54.1942	33.7392	62.0333	86.2641	55.6471	48.1328	20.6165	34.0872	83.0733	53.997	79.9697	65.833	73.4598	91.4068	54.738	53.1175	63.1959	86.5225	47.8462	45.1728	0.0	66.1744	0.0	0.0	0.0	0.0	0.0	63.637	102.5136	91.678	93.4189	93.4232	105.0202
sub-0035	18.9068	36.3753	86.4331	58.5704	83.723	68.3876	76.1151	93.1849	30.04	24.2743	81.7855	59.4663	58.6705	38.6359	62.3576	85.7124	56.0	46.1269	24.0773	27.5371	85.2996	56.903	81.5662	67.5785	74.6896	89.9724	57.8656	58.0064	64.5631	85.1796	0.0	47.0676	0.0	66.1457	0.0	0.0	0.0	0.0	0.0	68.8667	99.4133	84.0923	95.2631	95.3038	100.1698
sub-0036	21.5706	43.6641	84.4641	57.2181	87.1905	75.781	82.689	98.4854	34.2339	22.0637	83.2729	60.846	59.6653	41.2414	69.8252	87.6759	55.7928	48.4781	20.8849	30.6936	84.405	55.287	87.353	74.8423	81.2174	97.9949	59.3174	56.8481	70.2991	89.5541	48.8403	48.4022	0.0	70.5085	0.0	0.0	0.0	0.0	0.0	65.9091	100.5961	91.4175	98.2802	99.3101	105.9151
sub-0037	20.7931	43.3069	84.8817	55.6763	84.6936	72.3511	79.9928	97.4062	29.412	18.7986	82.1124	59.1689	56.7097	38.6158	68.721	89.1722	58.2222	46.482	20.3887	36.5368	83.2811	53.7805	84.1841	70.8947	78.0637	96.1432	57.6736	56.5028	68.1255	87.5573	55.5938	47.574	0.0	66.9939	0.0	0.0	0.0	0.0	0.0	67.8607	100.8464	88.859	94.9155	95.7173	102.9439
sub-0038	20.3099	38.2215	83.4361	53.2214	83.8292	72.1005	77.1879	95.8656	29.6697	18.0636	82.4581	57.7862	55.2559	36.3742	66.9988	88.4568	56.9231	50.2111	20.5933	35.2814	83.883	51.5001	84.1838	70.8726	75.8129	95.6877	56.1673	54.8769	66.3266	87.175	59.6667	51.2884	0.0	67.5558	0.0	0.0	0.0	0.0	0.0	69.0175	104.1842	90.9048	94.9268	95.8539	103.8419
sub-0039	22.9315	37.2656	83.9966	56.8377	88.621	73.9624	80.1789	97.2582	32.1742	26.5796	81.284	62.3617	59.9705	37.4715	69.19	89.1939	55.3448	48.766	22.9421	34.1429	83.5585	55.2365	87.3049	73.8457	78.2785	97.6052	60.5283	57.9341	68.405	89.2115	57.1538	51.3709	0.0	68.5253	0.0	0.0	0.0	0.0	0.0	71.0563	103.8091	91.0347	92.9848	96.1328	101.5282
sub-0040	21.8672	39.7207	82.0521	53.4041	83.5488	70.4465	78.4409	97.828	31.0727	17.4801	82.0102	58.9403	57.7108	35.7736	65.1948	88.2044	60.0	47.4831	24.647	37.2915	81.548	52.0273	82.753	70.3415	78.0845	96.3556	57.0366	56.3254	67.2197	87.4737	59.6923	48.7387	0.0	67.925	0.0	0.0	0.0	0.0	0.0	67.0093	102.3461	93.802	94.2307	98.3029	102.9814
sub-0041	31.1829	45.1769	84.1846	55.3296	83.7564	69.9138	76.3248	93.8718	39.7164	21.9622	81.7271	61.596	56.7021	40.6081	65.5345	87.392	52.7619	58.4135	31.2102	43.9888	83.6595	53.8053	82.2101	70.7497	75.7845	93.5795	60.8988	57.6131	66.3527	86.4134	49.0417	56.8736	0.0	68.1696	0.0	0.0	0.0	0.0	0.0	67.3699	101.0518	89.4621	90.5665	91.25	104.3022
sub-0042	26.2601	39.1216	84.4854	56.4169	83.3883	72.798	78.8515	97.2055	36.2877	22.5457	80.1819	60.4139	56.122	40.333	67.331	87.3459	55.125	48.5758	24.906	35.1438	83.423	53.3783	82.2005	73.1525	78.1445	95.6339	57.8066	56.7669	69.4446	88.1331	60.3571	48.3395	0.0	66.1951	0.0	0.0	0.0	0.0	0.0	74.1953	103.5329	91.509	94.6635	94.5137	106.6613
sub-0043	29.1298	40.1963	84.2837	58.8128	84.2198	72.376	79.6378	96.9257	30.5096	22.8062	81.3385	60.4848	60.3246	36.6998	66.6956	88.6305	57.5	52.7846	25.9422	44.4917	83.413	56.3551	83.5842	71.8291	78.191	95.8679	60.2111	59.524	68.9552	88.0656	60.0	49.0635	36.0	66.9066	0.0	0.0	76.0	0.0	0.0	65.8421	99.5283	85.4755	90.8497	93.7032	101.7381
sub-0044	24.6043	39.2157	83.8771	57.1292	84.1643	70.9161	77.7214	93.2755	30.6485	24.403	81.4553	61.4288	59.7423	40.0631	69.7786	87.0872	55.7895	46.3086	19.8177	27.3323	83.4816	55.5027	81.1965	69.0659	76.2278	92.5248	57.7296	57.402	68.1667	87.1139	55.5	44.149	0.0	67.13	0.0	0.0	0.0	0.0	0.0	68.3162	102.0297	82.5248	91.3333	93.1113	99.1988
sub-0045	33.444	43.6884	83.9027	56.2197	86.0007	76.7092	82.2114	100.6566	41.8298	22.4878	83.0431	62.717	58.1956	44.2581	72.1384	90.2166	56.5	55.4286	30.4244	43.3444	83.5725	54.0841	86.9654	76.7051	82.4486	101.1685	62.158	60.8328	72.0828	90.1659	55.0667	54.4706	0.0	69.8792	0.0	0.0	0.0	0.0	0.0	73.9936	101.6455	94.5154	91.7538	95.3763	103.4244
sub-0046	29.543	43.8589	83.5454	55.8443	84.4086	72.6615	78.8185	96.4818	33.3862	21.8394	81.2	60.8999	57.8714	42.9582	66.8802	86.0633	56.6316	49.3674	28.9828	41.8746	83.7107	54.2824	83.0883	71.6483	78.6618	96.204	61.4164	58.1684	66.6167	87.3501	56.8667	50.7509	0.0	69.1348	0.0	0.0	0.0	0.0	0.0	65.1163	97.9647	92.9936	90.1	90.799	102.8232
sub-0047	16.9798	40.8589	82.7714	53.2004	82.4311	69.7272	79.2594	98.019	24.2103	16.8654	81.4921	58.8953	57.0628	29.0852	64.5146	87.6011	51.5714	44.3968	19.8008	32.8737	82.3869	52.1748	80.0918	69.1837	77.8429	95.4048	55.6882	54.6765	67.8226	87.2595	52.1667	45.2577	0.0	61.1793	0.0	0.0	0.0	0.0	0.0	62.7051	100.172	88.4176	94.0929	97.5521	103.0305
sub-0048	24.3682	41.9889	83.9427	57.096	82.9308	71.4368	81.408	98.5105	36.1457	24.613	81.8667	61.5343	58.3146	40.5191	67.8281	88.6502	60.275	46.7964	25.9685	45.6974	84.9859	56.035	83.4764	71.0274	80.5292	98.0941	62.3686	59.4747	69.3625	87.9171	61.5	48.2883	0.0	66.2971	0.0	0.0	0.0	0.0	0.0	66.3398	96.3056	92.4274	89.8847	94.0178	103.6004
sub-0049	36.2714	41.6275	83.9508	55.6833	86.1166	73.3196	78.3768	97.1436	41.1466	22.494	82.576	61.2013	58.1553	42.6402	65.8835	89.03	57.52	58.4377	44.2951	33.3812	83.5097	54.0819	84.9646	73.1564	77.4374	95.9891	58.603	56.7298	67.9262	88.1233	51.931	59.9945	0.0	69.5167	0.0	0.0	0.0	0.0	0.0	63.8598	88.5747	89.0147	91.0873	87.4431	101.7637
sub-0050	20.1256	35.7719	84.9644	57.987	83.7081	69.0755	78.0689	95.0611	28.9479	21.9707	81.6207	58.9192	57.1073	37.7868	65.7383	87.644	55.4231	45.1909	17.8519	31.0998	84.2133	55.4921	80.1167	67.5512	76.8741	96.1276	56.5912	55.509	66.2107	86.6978	49.8621	42.3545	0.0	66.0389	0.0	0.0	0.0	0.0	0.0	62.0204	103.1933	90.4168	92.7092	94.9209	97.9379
sub-0051	20.8032	43.1889	83.537	56.1439	84.2632	71.7918	79.4254	96.4916	33.7436	22.3664	83.1302	59.7345	58.0107	37.6897	67.4621	87.6273	49.5263	46.6153	25.4216	28.3155	84.9217	55.6361	84.4226	71.7896	79.8499	97.4434	58.075	57.7454	68.7438	87.8009	53.3889	46.0575	0.0	65.68	0.0	0.0	0.0	0.0	0.0	70.9161	100.8927	87.553	94.0086	97.0811	101.6914
sub-0052	27.6071	37.5816	82.8384	56.2204	84.0608	69.9221	76.4072	92.3947	33.3362	21.0688	80.3462	60.1549	57.1738	43.629	64.4751	87.2283	61.6	50.3266	30.7267	31.3278	82.8384	53.7985	83.3622	69.6417	76.4438	92.5597	58.6304	55.7636	65.6992	86.7166	58.625	50.9239	0.0	69.3896	0.0	0.0	0.0	0.0	0.0	62.1127	101.2044	90.6662	93.3509	96.5194	103.5572
sub-0053	34.4746	45.4821	83.7836	55.69	86.2293	73.3146	79.8094	96.2309	39.2139	25.7807	82.9427	61.5807	59.0572	41.9555	68.577	88.0292	56.25	56.1838	35.1901	34.3305	84.2438	55.5973	85.0739	72.5309	78.9715	96.5242	59.2047	57.1161	68.3429	87.4538	46.4615	56.6477	0.0	68.2203	0.0	0.0	0.0	0.0	0.0	69.8	104.6817	93.9853	94.1295	92.2887	106.0805
sub-0054	23.2107	50.04	83.6779	57.4821	83.8323	70.2459	77.942	95.7581	34.1531	23.3917	81.6196	60.6293	58.2617	41.1814	64.4002	88.3544	56.4444	49.0551	26.2859	36.4132	84.2489	55.6812	81.5512	70.326	77.2642	94.5346	58.1251	57.6742	65.5621	87.8303	61.4	49.7491	0.0	66.7985	0.0	0.0	0.0	0.0	0.0	64.9048	102.7255	89.2186	95.1837	98.0947	100.7931
